

Precision 


0: [0.6904461279461279, 0.7120910698496905, 0.6602564102564102, 0.6774425287356322, 0.6698165340406719, 0.6820105341657066]
1: [0.6536380286380286, 0.6921875, 0.6787964190981433, 0.662805316091954, 0.679059829059829, 0.673297418577591]
2: [0.6660044279969196, 0.6703115117014549, 0.6787964190981433, 0.6875965903602821, 0.6873657951244158, 0.6780149488562432]
3: [0.686235754985755, 0.6703115117014549, 0.6719884431577979, 0.6875965903602821, 0.6873657951244158, 0.6806996190659411]
4: [0.6928449503880538, 0.6620098039215687, 0.6685992607328813, 0.6875965903602821, 0.67282824933687, 0.6767757709479312]
5: [0.6631624423963134, 0.6595588235294119, 0.6629273504273505, 0.6875965903602821, 0.6551078088578088, 0.6656706031142334]
6: [0.6732524574816664, 0.6670974450386216, 0.6369781783681214, 0.6809873949579832, 0.650292994042994, 0.6617216939778773]
7: [0.651369168356998, 0.650653594771242, 0.6403105008581682, 0.6677579519871609, 0.6582847394540943, 0.6536751910855326]
8: [0.6545628700801114, 0.6574786324786326, 0.6725472240178123, 0.6677579519871609, 0.6547671568627451, 0.6614227670852925]
0: [0.6904461279461279, 0.7120910698496905, 0.6602564102564102, 0.6766412466843501, 0.6853816681402888, 0.6849633045753735]
1: [0.6666366041366041, 0.6921875, 0.6804487179487179, 0.662805316091954, 0.6853816681402888, 0.677491961263513]
2: [0.6526115708540625, 0.6795026881720431, 0.6787964190981433, 0.6855698181129215, 0.6959864847795881, 0.6784933962033517]
3: [0.686235754985755, 0.6703115117014549, 0.6719884431577979, 0.6875965903602821, 0.6959864847795881, 0.6824237569969756]
4: [0.6928449503880538, 0.6620098039215687, 0.6685992607328813, 0.6875965903602821, 0.6817384004884005, 0.6785578011782373]
5: [0.6631624423963134, 0.6595588235294119, 0.6629273504273505, 0.6875965903602821, 0.6551078088578088, 0.6656706031142334]
6: [0.6732524574816664, 0.6620098039215687, 0.6369781783681214, 0.6763786416423333, 0.650292994042994, 0.6597824150913368]
7: [0.6581425673717763, 0.6451871657754011, 0.6403105008581682, 0.6763786416423333, 0.6665064102564102, 0.6573050571808178]
8: [0.651369168356998, 0.650653594771242, 0.6818731471368389, 0.6677579519871609, 0.6665064102564102, 0.66363205450173]
0: [0.6958912037037037, 0.7120910698496905, 0.6602564102564102, 0.6738584691170898, 0.7053571428571428, 0.6894908591568074]
1: [0.6776256151256151, 0.6921875, 0.6774425287356322, 0.6692708333333334, 0.6972864300450508, 0.6827625814479263]
2: [0.6526115708540625, 0.6921875, 0.6977106227106227, 0.7072044334975369, 0.6959864847795881, 0.689140122368362]
3: [0.6844551282051282, 0.6741987179487179, 0.6719884431577979, 0.6875965903602821, 0.6959864847795881, 0.6828450728903028]
4: [0.6928449503880538, 0.6620098039215687, 0.6685992607328813, 0.6855698181129215, 0.6817384004884005, 0.6781524467287652]
5: [0.6631624423963134, 0.6595588235294119, 0.6814757954463837, 0.6830357142857143, 0.6628605769230769, 0.6700186705161799]
6: [0.6800258564964448, 0.6620098039215687, 0.6677579519871609, 0.6834599224305107, 0.6580528846153846, 0.6702612838902139]
7: [0.6581425673717763, 0.6451871657754011, 0.6651164739400033, 0.6834599224305107, 0.6665064102564102, 0.6636825079548203]
8: [0.649213995943205, 0.6451871657754011, 0.6818731471368389, 0.6789606227106227, 0.6665064102564102, 0.6643482683644957]
0: [0.694111817095688, 0.7099358974358975, 0.6939814814814815, 0.6938034188034189, 0.7053571428571428, 0.6994379515347258]
1: [0.6776256151256151, 0.697983870967742, 0.6861111111111111, 0.6692708333333334, 0.6972864300450508, 0.6856555721165705]
